source,time,latitude,longitude,depth_km,magnitude,station_id,parameter,value
tidal_ephemeris,2020-03-13 00:00:00.000,,,,,,lunar_phase,0.6235
seismic,2020-03-13 02:15:43.010,35.086,-84.696,18.63,2.17,,,
seismic,2020-03-13 06:04:10.660,38.154,-89.945,14.92,2.29,,,
seismic,2020-03-13 08:16:26.750,36.0621667,-89.8123333,11.16,1.21,,,
geomagnetic,2020-03-14 00:00:00.000,,,,,,ap,2.0
geomagnetic,2020-03-14 00:00:00.000,,,,,,kp,0.458375
gps,2020-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.054027
gps,2020-03-14 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.074369
gps,2020-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.154622
gps,2020-03-14 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.16977
gps,2020-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.984769
gps,2020-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.213165
gps,2020-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.3745
gps,2020-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.816563
gps,2020-03-14 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.013287
gps,2020-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.002337
gps,2020-03-14 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.534261
gps,2020-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.723491
gps,2020-03-14 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.982349
gps,2020-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.991594
gps,2020-03-14 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.785887
gps,2020-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.238589
gps,2020-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.607939
gps,2020-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.4703
gps,2020-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.325959
gps,2020-03-14 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.420248
gps,2020-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.986008
gps,2020-03-14 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.476012
gps,2020-03-14 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.829397
gps,2020-03-14 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.265993
gps,2020-03-14 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.159831
gps,2020-03-14 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.321658
gps,2020-03-14 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.917871
gps,2020-03-14 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.000905
gps,2020-03-14 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.150936
gps,2020-03-14 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.363298
gps,2020-03-14 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.521314
gps,2020-03-14 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.736436
gps,2020-03-14 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.373079
solar,2020-03-14 00:00:00.000,,,,,,f107_observed,68.1
solar,2020-03-14 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-14 00:00:00.000,,,,,,tidal_potential,1.05759
tidal_ephemeris,2020-03-14 00:00:00.000,,,,,,lunar_phase,0.65976
seismic,2020-03-14 05:34:40.800,36.4938333,-89.544,8.3,1.74,,,
seismic,2020-03-14 12:17:58.660,36.239,-89.4606667,6.73,1.51,,,
geomagnetic,2020-03-15 00:00:00.000,,,,,,ap,4.0
geomagnetic,2020-03-15 00:00:00.000,,,,,,kp,1.0
gps,2020-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.055207
gps,2020-03-15 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.077885
gps,2020-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.155109
gps,2020-03-15 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.169735
gps,2020-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.985673
gps,2020-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.212069
gps,2020-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.373298
gps,2020-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.817456
gps,2020-03-15 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.014021
gps,2020-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.004173
gps,2020-03-15 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.535667
gps,2020-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.722499
gps,2020-03-15 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.985397
gps,2020-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.992299
gps,2020-03-15 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.786572
gps,2020-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239325
gps,2020-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.608236
gps,2020-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.470778
gps,2020-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.325398
gps,2020-03-15 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.420758
gps,2020-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.986113
gps,2020-03-15 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.476374
gps,2020-03-15 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.82817
gps,2020-03-15 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.269404
gps,2020-03-15 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.158042
gps,2020-03-15 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.319439
gps,2020-03-15 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.907179
gps,2020-03-15 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.005706
gps,2020-03-15 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.147577
gps,2020-03-15 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.359382
gps,2020-03-15 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.527253
gps,2020-03-15 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.739017
gps,2020-03-15 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.371093
solar,2020-03-15 00:00:00.000,,,,,,f107_observed,70.2
solar,2020-03-15 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-15 00:00:00.000,,,,,,tidal_potential,0.63698
tidal_ephemeris,2020-03-15 00:00:00.000,,,,,,lunar_phase,0.69643
seismic,2020-03-15 03:07:38.993,43.4531,-71.5792,4.5,2.1,,,
seismic,2020-03-15 16:16:43.372,43.0045,-70.7752,5.0,1.9,,,
seismic,2020-03-15 21:37:03.540,36.2633333,-81.2851667,5.81,1.94,,,
geomagnetic,2020-03-16 00:00:00.000,,,,,,ap,4.0
geomagnetic,2020-03-16 00:00:00.000,,,,,,kp,1.083375
gps,2020-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.053673
gps,2020-03-16 00:00:00.000,46.847708684,-71.26145758,,,ATR1,east_m,0.652255
gps,2020-03-16 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.074601
gps,2020-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.154452
gps,2020-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.171888
gps,2020-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.984653
gps,2020-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.211883
gps,2020-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.374229
gps,2020-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.817205
gps,2020-03-16 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.011637
gps,2020-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.002887
gps,2020-03-16 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.534246
gps,2020-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.722986
gps,2020-03-16 00:00:00.000,46.847708684,-71.26145758,,,ATR1,north_m,0.89167
gps,2020-03-16 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.989154
gps,2020-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.992007
gps,2020-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.786739
gps,2020-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.238342
gps,2020-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.607839
gps,2020-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.470471
gps,2020-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.324876
gps,2020-03-16 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.421009
gps,2020-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.986924
gps,2020-03-16 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.4757
gps,2020-03-16 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.828701
gps,2020-03-16 00:00:00.000,46.847708684,-71.26145758,,,ATR1,up_m,0.785434
gps,2020-03-16 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.268446
gps,2020-03-16 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.159096
gps,2020-03-16 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.318639
gps,2020-03-16 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.910695
gps,2020-03-16 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,-0.004683
gps,2020-03-16 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.147722
gps,2020-03-16 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.36283
gps,2020-03-16 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.528519
gps,2020-03-16 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.73288
gps,2020-03-16 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.36724
solar,2020-03-16 00:00:00.000,,,,,,f107_observed,69.8
solar,2020-03-16 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-16 00:00:00.000,,,,,,tidal_potential,0.22888
tidal_ephemeris,2020-03-16 00:00:00.000,,,,,,lunar_phase,0.7334
seismic,2020-03-16 02:59:51.020,32.9823333,-80.2133333,4.59,2.36,,,
seismic,2020-03-16 07:41:40.010,35.2526667,-82.4498333,5.81,2.2,,,
seismic,2020-03-16 09:32:17.840,36.1613333,-89.392,7.4,1.65,,,
seismic,2020-03-16 12:02:46.100,36.0991667,-83.7963333,9.18,1.8,,,
geomagnetic,2020-03-17 00:00:00.000,,,,,,ap,5.0
geomagnetic,2020-03-17 00:00:00.000,,,,,,kp,1.375
gps,2020-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.054004
gps,2020-03-17 00:00:00.000,46.847708684,-71.26145758,,,ATR1,east_m,0.650012
gps,2020-03-17 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.076043
gps,2020-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.156185
gps,2020-03-17 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.172982
gps,2020-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.986479
gps,2020-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.211785
gps,2020-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.372711
gps,2020-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.819296
gps,2020-03-17 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.014316
gps,2020-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.003558
gps,2020-03-17 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.533935
gps,2020-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.721811
gps,2020-03-17 00:00:00.000,46.847708684,-71.26145758,,,ATR1,north_m,0.891391
gps,2020-03-17 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.98851
gps,2020-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.992156
gps,2020-03-17 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.785978
gps,2020-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.239765
gps,2020-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.608202
gps,2020-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.47009
gps,2020-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.325417
gps,2020-03-17 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.42126
gps,2020-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.985812
gps,2020-03-17 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.475441
gps,2020-03-17 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.838557
gps,2020-03-17 00:00:00.000,46.847708684,-71.26145758,,,ATR1,up_m,0.78822
gps,2020-03-17 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.26965
gps,2020-03-17 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.168087
gps,2020-03-17 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.320397
gps,2020-03-17 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.919377
gps,2020-03-17 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.008474
gps,2020-03-17 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.153482
gps,2020-03-17 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.372805
gps,2020-03-17 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.52394
gps,2020-03-17 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.740041
gps,2020-03-17 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.369018
solar,2020-03-17 00:00:00.000,,,,,,f107_observed,71.6
solar,2020-03-17 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-17 00:00:00.000,,,,,,tidal_potential,-0.14159
tidal_ephemeris,2020-03-17 00:00:00.000,,,,,,lunar_phase,0.77029
seismic,2020-03-17 00:49:18.750,36.2211667,-89.4115,8.7,1.27,,,
seismic,2020-03-17 00:53:04.280,36.222,-89.4105,8.47,1.14,,,
seismic,2020-03-17 00:54:55.620,36.2233333,-89.406,7.99,1.25,,,
seismic,2020-03-17 01:05:13.280,36.2221667,-89.411,8.19,1.9,,,
seismic,2020-03-17 01:05:35.580,36.2205,-89.4115,9.86,1.42,,,
seismic,2020-03-17 02:15:04.000,36.2236667,-89.4123333,8.34,2.02,,,
seismic,2020-03-17 02:19:38.570,36.2225,-89.4116667,8.83,1.55,,,
geomagnetic,2020-03-18 00:00:00.000,,,,,,ap,6.0
geomagnetic,2020-03-18 00:00:00.000,,,,,,kp,1.333375
gps,2020-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.056991
gps,2020-03-18 00:00:00.000,46.847708684,-71.26145758,,,ATR1,east_m,0.649428
gps,2020-03-18 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.078768
gps,2020-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.155253
gps,2020-03-18 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.172062
gps,2020-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.98549
gps,2020-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.212352
gps,2020-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.372846
gps,2020-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.817183
gps,2020-03-18 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.013749
gps,2020-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.003065
gps,2020-03-18 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.535817
gps,2020-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.723268
gps,2020-03-18 00:00:00.000,46.847708684,-71.26145758,,,ATR1,north_m,0.891463
gps,2020-03-18 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.984387
gps,2020-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.991493
gps,2020-03-18 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.7859
gps,2020-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.237794
gps,2020-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.606149
gps,2020-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.469071
gps,2020-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.322609
gps,2020-03-18 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.42005
gps,2020-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.985206
gps,2020-03-18 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.474734
gps,2020-03-18 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.830617
gps,2020-03-18 00:00:00.000,46.847708684,-71.26145758,,,ATR1,up_m,0.781395
gps,2020-03-18 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.270618
gps,2020-03-18 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.160359
gps,2020-03-18 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.323375
gps,2020-03-18 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.917864
gps,2020-03-18 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.004927
gps,2020-03-18 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.157551
gps,2020-03-18 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.369191
gps,2020-03-18 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.530762
gps,2020-03-18 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.732291
gps,2020-03-18 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.372224
solar,2020-03-18 00:00:00.000,,,,,,f107_observed,72.0
solar,2020-03-18 00:00:00.000,,,,,,sunspot_number,3.0
tidal_ephemeris,2020-03-18 00:00:00.000,,,,,,tidal_potential,-0.4612
tidal_ephemeris,2020-03-18 00:00:00.000,,,,,,lunar_phase,0.80655
seismic,2020-03-18 06:11:27.858,43.2933,-73.6227,5.16,1.8,,,
seismic,2020-03-18 12:52:53.010,36.4491667,-89.551,9.56,1.5,,,
geomagnetic,2020-03-19 00:00:00.000,,,,,,ap,10.0
geomagnetic,2020-03-19 00:00:00.000,,,,,,kp,2.166625
gps,2020-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.054696
gps,2020-03-19 00:00:00.000,46.847708684,-71.26145758,,,ATR1,east_m,0.649681
gps,2020-03-19 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.077642
gps,2020-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.154952
gps,2020-03-19 00:00:00.000,42.925448372,-72.26507606,,,NHCK,east_m,0.172223
gps,2020-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.985004
gps,2020-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.213285
gps,2020-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.374644
gps,2020-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.817336
gps,2020-03-19 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.013775
gps,2020-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,east_m,-1.003268
gps,2020-03-19 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.533385
gps,2020-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.722161
gps,2020-03-19 00:00:00.000,46.847708684,-71.26145758,,,ATR1,north_m,0.890904
gps,2020-03-19 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.983636
gps,2020-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.990113
gps,2020-03-19 00:00:00.000,42.925448372,-72.26507606,,,NHCK,north_m,0.783175
gps,2020-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.237362
gps,2020-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.604802
gps,2020-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.468445
gps,2020-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.323604
gps,2020-03-19 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.41801
gps,2020-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,north_m,0.984295
gps,2020-03-19 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.472781
gps,2020-03-19 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.831085
gps,2020-03-19 00:00:00.000,46.847708684,-71.26145758,,,ATR1,up_m,0.781898
gps,2020-03-19 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.271647
gps,2020-03-19 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.167954
gps,2020-03-19 00:00:00.000,42.925448372,-72.26507606,,,NHCK,up_m,0.334917
gps,2020-03-19 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.919902
gps,2020-03-19 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.007549
gps,2020-03-19 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.157878
gps,2020-03-19 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.365891
gps,2020-03-19 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.530366
gps,2020-03-19 00:00:00.000,35.44309555,-84.630099808,,,TN26,up_m,0.741458
gps,2020-03-19 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.374531
solar,2020-03-19 00:00:00.000,,,,,,f107_observed,72.1
solar,2020-03-19 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-19 00:00:00.000,,,,,,tidal_potential,-0.72557
tidal_ephemeris,2020-03-19 00:00:00.000,,,,,,lunar_phase,0.84165
seismic,2020-03-19 01:57:00.890,36.2211667,-89.4111667,8.9,1.27,,,
seismic,2020-03-19 21:29:36.820,36.1761667,-89.4568333,12.01,1.03,,,
geomagnetic,2020-03-20 00:00:00.000,,,,,,ap,6.0
geomagnetic,2020-03-20 00:00:00.000,,,,,,kp,1.583375
gps,2020-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,east_m,-0.056122
gps,2020-03-20 00:00:00.000,46.847708684,-71.26145758,,,ATR1,east_m,0.649286
gps,2020-03-20 00:00:00.000,46.9417737,-71.058326598,,,CHR3,east_m,-0.079354
gps,2020-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,east_m,-0.157799
gps,2020-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,east_m,-0.986987
gps,2020-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,east_m,0.21082
gps,2020-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,east_m,0.371922
gps,2020-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,east_m,-0.819967
gps,2020-03-20 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,east_m,-0.015185
gps,2020-03-20 00:00:00.000,37.662695334,-77.936771723,,,VAPW,east_m,-0.535511
gps,2020-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,north_m,0.722525
gps,2020-03-20 00:00:00.000,46.847708684,-71.26145758,,,ATR1,north_m,0.890734
gps,2020-03-20 00:00:00.000,46.9417737,-71.058326598,,,CHR3,north_m,0.985124
gps,2020-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,north_m,0.994188
gps,2020-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,north_m,0.23837
gps,2020-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,north_m,0.609172
gps,2020-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,north_m,0.47159
gps,2020-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,north_m,0.326475
gps,2020-03-20 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,north_m,0.420064
gps,2020-03-20 00:00:00.000,37.662695334,-77.936771723,,,VAPW,north_m,0.475203
gps,2020-03-20 00:00:00.000,46.918626161,-71.093053919,,,ANG7,up_m,0.845083
gps,2020-03-20 00:00:00.000,46.847708684,-71.26145758,,,ATR1,up_m,0.794023
gps,2020-03-20 00:00:00.000,46.9417737,-71.058326598,,,CHR3,up_m,0.277524
gps,2020-03-20 00:00:00.000,36.376418421,-89.472117169,,,LCHS,up_m,0.16646
gps,2020-03-20 00:00:00.000,36.454452985,-89.400388312,,,NMKM,up_m,0.92118
gps,2020-03-20 00:00:00.000,36.413471241,-89.69968217,,,PTGV,up_m,0.005893
gps,2020-03-20 00:00:00.000,36.413578263,-89.699682566,,,PTGX,up_m,0.157193
gps,2020-03-20 00:00:00.000,36.47423436,-89.345441447,,,RLAP,up_m,0.354876
gps,2020-03-20 00:00:00.000,32.751117541,-79.899914385,,,SCFJ,up_m,-0.525889
gps,2020-03-20 00:00:00.000,37.662695334,-77.936771723,,,VAPW,up_m,0.384495
solar,2020-03-20 00:00:00.000,,,,,,f107_observed,71.7
solar,2020-03-20 00:00:00.000,,,,,,sunspot_number,0.0
tidal_ephemeris,2020-03-20 00:00:00.000,,,,,,tidal_potential,-0.93586
tidal_ephemeris,2020-03-20 00:00:00.000,,,,,,lunar_phase,0.87522
geomagnetic,2020-03-21 00:00:00.000,,,,,,ap,8.0
geomagnetic,2020-03-21 00:00:00.000,,,,,,kp,1.916625
